term,question,context,popularity,category,Culture_type
মুস্তাফা নূরউল ইসলাম,"বাংলাদেশের কোন জাতীয় অধ্যাপক ও লেখক যিনি গবেষক এবং ভাষাসৈনিক হিসেবেও পরিচিত, তিনি কে?","মুস্তাফা নূরউল ইসলাম হলেন বাংলাদেশী লেখক, গবেষক, ভাষাসৈনিক ও বাংলাদেশের জাতীয় অধ্যাপক। ",0.000451176281,People,Cultural
কক্সবাজার জেলা,বাংলাদেশের কোন জেলায় সুন্দর সাগরীয় সৌন্দর্য এবং বিশ্বের সবচেয়ে দীর্ঘ স্থানান্তরিত তীর অবস্থিত যা প্রতি বছর বিশ্বব্যাপী ভ্রমণের জন্য বিশেষ করে দর্শকদের আকর্ষণ করে?,কক্সবাজার জেলা বাংলাদেশের দক্ষিণ-পূর্বাঞ্চলে অবস্থিত চট্টগ্রাম বিভাগের একটি প্রশাসনিক অঞ্চল।,0.04447309056,Location,Non-Cultural
মোহাম্মদ আলী সড়ক,চট্টগ্রামের দামপাড়া এলাকায় সিডিএ এভিনিউর সংলগ্ন একটি সড়ক কোন বিখ্যাত ব্যক্তির নামে নামকরণ করা হয়েছে?,এম. এম. আলী রোড বা মোহাম্মদ আলী সড়ক চট্টগ্রামের দামপাড়া এলাকার সিডিএ এভিনিউ সংলগ্ন একটি সড়ক।,0.0003061553335,People,Cultural
রশিদ চৌধুরী,"বাংলাদেশের কোন উল্লেখযোগ্য চিত্রশিল্পী, যিনি ছবি এবং লেখালেখি দুই ক্ষেত্রেই অসাধারণ অবদান রেখেছেন এবং বিশ্ববিদ্যালয়ে শিক্ষানবিশ হিসেবেও কাজ করেছেন, তার সংক্ষিপ্ত নাম কী?","রশিদ হোসেন চৌধুরী, যিনি রশিদ চৌধুরী নামে পরিচিত, ছিলেন বাংলাদেশী চিত্রশিল্পী, ভাস্কর, লেখক এবং অধ্যাপক। ",0.04660006445,People,Cultural
শহীদ এ.এইচ.এম কামারুজ্জামান কেন্দ্রীয় উদ্যান ও চিড়িয়াখানা,"রাজশাহীর মহানগরবাসীদের জন্য একটি পপুলার বিনোদন কেন্দ্র যেখানে প্রাণীদের দর্শন এবং সুন্দর উদ্যানের মধ্যে ঘোমটা দেওয়া যায়, সেটি কোন জায়গা?",শহীদ এ.এইচ.এম কামারুজ্জামান কেন্দ্রীয় উদ্যান ও চিড়িয়াখানা রাজশাহী মহানগরবাসীর অন্যতম বিনোদন কেন্দ্র।,0.002916532388,Location,Non-Cultural
পদ্মা নদী,বাংলাদেশ পানি উন্নয়ন বোর্ড বা 'পাউবো' কর্তৃক উত্তর-কেন্দ্রীয় অঞ্চলের নং ৩২ হিসেবে পরিচিত কোন নদীর নাম কী?,"বাংলাদেশ পানি উন্নয়ন বোর্ড বা ""পাউবো"" কর্তৃক পদ্মা নদীর প্রদত্ত পরিচিতি নম্বর উত্তর-কেন্দ্রীয় অঞ্চলের নদী নং ৩২। ",0.05944247502,Location,Non-Cultural
কম্বল,কোন ধরনের লম্বা কাপড়ের টুকরো ব্যবহার করে ঘুমানোর সময় আমরা শরীরকে উষ্ণ রাখতে পারি?,কম্বল একধরনের বিছানা যা একটি লম্বা কাপড়ের টুকরো এবং যা সাধারণত ঘুমানোর সময় ব্যবহারকারীকে উষ্ণ রাখতে ব্যবহৃত হয়।,0.001546890106,Food,Cultural
নকশি কাঁথা,কোন ধরনের কাঁথা হল সাধারণ কাঁথার উপর নানা প্রকারের সুন্দর নকশা করে তৈরি করা একটি বিশেষ প্রতিষ্ঠান পুরস্কার লাভকারী শিল্পপ্রাণ উৎপাদন?,ধরন প্রতিষ্ঠান পুরস্কার নকশি কাঁথা হলো সাধারণ কাঁথার উপর নানা ধরনের নকশা করে বানানো বিশেষ প্রকারের কাঁথা।,0.03588462778,Miscellaneous,Miscellaneous
চাঁপাইনবাবগঞ্জ,বাংলাদেশের কোন জেলার শহর সেই জেলার নামেই পরিচিত?,চাঁপাইনবাবগঞ্জ হলো বাংলাদেশের চাঁপাইনবাবগঞ্জ জেলার একটি জেলা শহর।,0.001208507896,Location,Non-Cultural
বিছানা,আপনি ঘুমাতে এবং আরাম করতে ব্যবহার করেন কোন আসবাবপত্র?,বিছানা হচ্ছে এক ধরনের আসবাবপত্র যা ঘুমানোর ও আরাম করতে ব্যবহার করা হয়।,0.003673864003,Material,Non-Cultural
চাদর,কোন পোশাক অনেক ইরানিয়ান মহিলারা ঘর থেকে বেরিয়ে যাওয়ার সময় বহিঃঅঙ্গে পরে থাকেন যা তাদের শরীরের অধিকাংশ অংশকে আবৃত রাখে?,চাদর হলো বহিঃঅঙ্গে পরার একটি পোশাক যা অনেক ইরানিয়ান মহিলারা ঘরের বাইরে পরে থাকে।,0.001401869159,Material,Non-Cultural
আয়না,কোন যন্ত্র বা উপকরণ দিয়ে আমরা নিয়মিত আলোক প্রতিফলন দেখতে পাই যা আমাদের আঁকাই ছবির মতো দেখায়?,দর্পন বা আয়না হল এমন একটি মসৃণ তল যেখানে আলোর প্রতিফলনের নিয়মানুযায়ী নিয়মিত প্রতিফলন ঘটে।,0.01103770545,Miscellaneous,Miscellaneous
চা গাছ,কোন গাছের পাতা থেকে আমরা স্বাদু চা পানীয় উৎপাদন করতে পারি?,চা গাছ বা ক্যামেলিয়া সাইনেনসিস এক ধরনের গাছ যার পাতা এবং কুঁড়ি বা মুকুল থেকে উৎপাদিত চা পানীয় আকারে ব্যবহৃত হয়।,6.45E-05,Food,Cultural
কালো চা,লাল চা নামে পরিচিত এই চায়ের প্রকৃত নাম কী?,"কালো চা, যা রঙ/লাল চা নামেই বেশি পরিচিত। ",0.001756364808,Food,Cultural
ওলোং চা,"কোন পাণীয়ের উৎপাদনে চারি পর্যায়ের অক্ষয় প্রক্রিয়া ব্যবহার করা হয় যা তাকে বিশেষ গন্ধ এবং স্বাদ দেয়, যা চাইনা থেকে আসে এবং ইংরেজি নাম হল 'Oolong'?",ওলোং চা এক ধরনের পাণীয়।,0.001836932001,Food,Cultural
ফুল,"উদ্ভিদের কোন মৌসুমী অঙ্গ প্রজননের জন্য খুব গুরুত্বপূর্ণ এবং এর রং ও গন্ধ প্রকৃতির একটি সুন্দর অংশ গঠন করে, সেটি কী?",ফুল বা পুষ্প হল উদ্ভিদের বিশেষ একটি মৌসুমী অঙ্গ যা উদ্ভিদের প্রজননে গুরুত্বপূর্ণ ভূমিকা রাখে।,0.07165646149,Food,Cultural
ফসল,"কোন উদ্ভিদজাত প্রাকৃতিক উৎপাদন যা মানুষের খাদ্য, গবাদিপশুর শুকনো খাদ্য, জ্বালানী বা অন্যান্য অর্থনৈতিক কর্মকাণ্ডের জন্য উৎপাদিত হয়, তার সাধারণ নাম কী?","শস্য মূলতঃ অ-প্রাণীজাত প্রজাতি কিংবা বিভিন্ন উদ্ভিদজাত ফসল যা খাদ্য, গবাদিপশুর শুকনো খাদ্য, জ্বালানী কিংবা অন্য কোন অর্থনৈতিক কর্মকাণ্ড পরিচালনার জন্যে উৎপাদন করা হয়। ",0.0001450209475,Food,Cultural
ভারতবর্ষ,"রাজা ভরতের নামে কোন দেশ নামকরণ করা হয়েছিল বলে ঐ দেশের লোকেরা বিশ্বাস করে, সেই দেশের নাম কী?",কথিত আছে এই বর্ষ বা অঞ্চলটি রাজা ভরতকে দান করা হয়েছিল বলে এর নাম ভারতবর্ষ।,0.0007251047374,Location,Non-Cultural
জলবায়ু,"কোনো নির্দিষ্ট স্থানের সুদীর্ঘ সময়ের, সাধারণত ৩০-৩৫ বছরের আবহাওয়ার গড় বা সামগ্রিক অবস্থাকে কি বলা হয়?","জলবায়ু : কোনো নির্দিষ্ট স্থানের সুদীর্ঘ সময়ের, সাধারণত ৩০-৩৫ বছরের আবহাওয়ার গড় বা সামগ্রিক অবস্থার হিসাবকে জলবায়ু বলে। ",0.04764743796,Location,Non-Cultural
পাহাড়,কোন ভূমিরূপ পার্শ্ববর্তী ভূখণ্ড উপরে প্রসারিত করে এবং একটি স্থানান্তরিত ভূমিরূপ হিসেবে বিবেচিত হয়?,"পাহাড় হলো একটি ভূমিরূপ, যা পার্শ্ববর্তী ভূখণ্ড উপরে প্রসারিত করে। ",0.02368675475,Location,Non-Cultural
সার,মাটিতে বা উদ্ভিদের টিস্যুতে ব্যবহার করা হয় এমন কোনো প্রাকৃতিক বা মানুষের দ্বারা তৈরি উপাদান কী যা উদ্ভিদে পুষ্টির উপাদানের সরবরাহ নিশ্চিত করে?,সার হল প্রাকৃতিক অথবা কৃত্রিমভাবে তৈরি করা কোনো উপাদান যা মাটিতে কিংবা উদ্ভিদের টিস্যু তে প্রয়োগ করা হয় যাতে উদ্ভিদে বিভিন্ন পুষ্টিকর উপাদানের সরবরাহ নিশ্চিত হয়।,0.0191588785,Miscellaneous,Miscellaneous
ফুট,যুক্তরাষ্ট্রে এবং ব্রিটিশ পরিমাপ পদ্ধতিতে ব্যবহৃত একটি দৈর্ঘ্য পরিমাপের একক কী?,ফুট হচ্ছে যুক্তরাষ্ট্রীয় পরিমাপ পদ্ধতি এবং ব্রিটিশ পরিমাপ পদ্ধতিতে দৈর্ঘ্য পরিমাপের একক।,0.01509829198,Material,Non-Cultural
কীটনাশক,কীটপতঙ্গদের নিষ্কাশনে সহায়ক এক ধরনের বিষাক্ত পদার্থ কি?,কীটনাশক এক ধরনের বিষাক্ত পদার্থ যা কীটপতঙ্গকে মেরে ফেলতে সহায়তা করে।,0.02251047374,Miscellaneous,Miscellaneous
স্বাদ,"কোন বৈশিষ্ট্য বলে আমরা খাদ্য পদার্থকে অম্ল, মিষ্টি, লবণাক্ত, তিক্ত ইত্যাদি বলে চিহ্নিত করতে পারি?","স্বাদ হল মুখগহ্বরে স্থাপিত কোনও পদার্থের সেই উপলব্ধ ধর্ম, যা দ্বারা পদার্থটিকে অম্ল , মিষ্টি, লবণাক্ত , তিক্ত , ইত্যাদি বিশেষণে চরিত্রায়িত করা যায়। ",0.006606509829,Food,Cultural
লিপটন,কোন ব্রিটিশ-মার্কিন চায়ের মার্কা মালিক হল লিপটন টিস অ্যান্ড ইনফিউশন?,"লিপটন হল একটি ব্রিটিশ-মার্কিন চায়ের মার্কা, যার মালিক লিপটন টিস অ্যান্ড ইনফিউশন। ",0.0005800837899,Organization,Non-Cultural
হাইড্রোকার্বন,শুধুমাত্র হাইড্রোজেন এবং কার্বন দ্বারা গঠিত সেই প্রকার জৈব যৌগ কী নামে পরিচিত?,শুধু হাইড্রোজেন ও কার্বন দ্বারা গঠিত জৈব যৌগকে হাইড্রোকার্বন বলে।,0.01234289397,Miscellaneous,Miscellaneous
গ্যাস,"সাধারণ তাপমাত্রায় যেসব পদার্থ বায়বীয় অবস্থায় থাকে, তাদের বৈশিষ্ট্য কী বলে?",সাধারণ তাপমাত্রায় যেসব পদার্থ বায়বীয় অবস্থায় থাকে তাদেরকে গ্যাস বলা হয়।,0.0006284241057,Miscellaneous,Miscellaneous
জ্বালানি,"কোন পদার্থের ভৌত বা রাসায়নিক গঠন বা অবস্থার পরিবর্তনে শক্তির নিঃসরণ ঘটে, সেই পদার্থকে সাধারণত কি বলা হয়?",জ্বালানি বলতে সেই সব পদার্থকে বোঝায় যাদের ভৌত বা রাসায়নিক গঠন বা অবস্থার পরিবর্তন ঘটলে শক্তির নিঃসরণ ঘটে।,0.007508862391,Miscellaneous,Miscellaneous
চা বাগান,কোন স্থানে চা চাষ করা হয় এবং সেখানে চা উৎপাদনের একটি বড় কৃষি বাগান রয়েছে?,"চা বাগান, একটি বড় কৃষি বাগানকে বোঝায় যেখানে চা চাষ করে এবং চা উৎপাদন করা হয়। ",0.004495649372,Food,Cultural
চাউল,"ধানের শস্যল অংশ যা আমরা প্রায় দৈনিক আহারে ব্যবহার করি, সেটি কী?",চাল বা চাউল হলো ধানের শস্যল অংশ।,0.0008378988076,Food,Cultural
আটা,গম চূর্ণ থেকে প্রস্তুত করা একটি শস্যজাত খাদ্য পণ্য কী?,আটা একটি শস্যজাত খাদ্য যা গম চূর্ণ করে প্রস্তুত করা হয়।,0.005607476636,Food,Cultural
বুলগেরিয়া,"দক্ষিণ-পূর্ব ইউরোপের কোন রাষ্ট্র যা ইউরোপীয় যোগাযোগ অঞ্চলের অন্তর্ভুক্ত এবং সরকারী নাম হল প্রজাতন্ত্র, সেই রাষ্ট্রের নাম কী?","– ইউরোপে – ইউ-এ – বুলগেরিয়া , সরকারী নাম বুলগেরিয়া প্রজাতন্ত্র , দক্ষিণ-পূর্ব ইউরোপ মহাদেশের একটি রাষ্ট্র। ",0.02043184015,Location,Non-Cultural
পোল্যান্ড,"ইউরোপীয় ইউনিয়নের সদস্য রাষ্ট্রগুলির মধ্যে কোন রাষ্ট্র ইউরোপের মধ্যস্থলে অবস্থিত এবং ঐতিহাসিকভাবে গুরুত্বপূর্ণ একটি অঞ্চল, যা সরকারিভাবে প্রজাতন্ত্র রূপে পরিচালিত হয়?","– ইউরোপে – ইউরোপীয় ইউনিয়নে – পোল্যান্ড , সরকারিভাবে পোল্যান্ড প্রজাতন্ত্র ইউরোপ মহাদেশের মধ্যস্থলের একটি রাষ্ট্র ও ঐতিহাসিক অঞ্চল। ",0.02410570416,Location,Non-Cultural
হাঙ্গেরী,"মধ্য ইউরোপের কোন স্থলবেষ্টিত প্রজাতান্ত্রিক রাষ্ট্র যা ইউরোপীয় যোগাযোগ ও সহযোগিতার স্থান হিসেবে কাজ করে এবং ইউরোপীয় ইউনিয়নের একটি সদস্য রাষ্ট্র, সেটি কোন রাষ্ট্র?",– Europe-এ – the European Union-এ – হাঙ্গেরি বা হাঙ্গেরীয় প্রজাতন্ত্র মধ্য ইউরোপের একটি স্থলবেষ্টিত প্রজাতান্ত্রিক রাষ্ট্র।,0.0001289075089,Location,Non-Cultural
জর্ডান,মধ্যপ্রাচ্যের কোন রাজতান্ত্রিক রাষ্ট্র হাশেমীয় রাজ্য হিসেবে পরিচিত যা মুসলিম বাহাউয়া রাজবংশের শাসনাধীনে রয়েছে?,জর্দান বা হাশেমীয় জর্দান রাজ্য মধাপ্রাচ্যের একটি রাজতান্ত্রিক রাষ্ট্র।,0.03138897841,Event,Cultural
সাইপ্রাস,ভূমধ্যসাগরের কোন দ্বীপ দেশটি তুর্কি ভাষায় 'কিপ্রস' নামে পরিচিত?,"সাইপ্রাস ; তুর্কি: Kıbrıs }} , আনুষ্ঠানিকভাবে সাইপ্রাস প্রজাতন্ত্র ভূমধ্যসাগরের একটি দ্বীপ দেশ। ",0.05447953593,Location,Non-Cultural
আন্তর্জাতিক চা দিবস,"প্রতি বছর ২১ মে উদযাপিত যে দিবসটি চা শিল্পের গুরুত্ব স্বীকৃতি দেয়, সেটি কী ডাকা হয়?",আন্তর্জাতিক চা দিবস প্রতি বছর ২১ মে উদযাপিত হয়।,0.002384788914,Economics,Non-Cultural
নজরুল গীতি,১৯৩০ সালে প্রথম প্রকাশিত এই গ্রন্থে কোন বিখ্যাত বাংলা কবির গানগুলি সংকলিত করা হয়েছিল?',এ গ্রন্থের গানগুলি হল : নজরুল গীতিকা গ্রন্থটি প্রথম প্রকাশিত হয় ১৯৩০ খ্রিষ্টাব্দে।,0.0002094747019,People,Cultural
বিক্রমপুর,ঢাকা শহরের দক্ষিণে ১২ মাইল দূরত্বে অবস্থিত বাংলাদেশের একটি পরগনার নাম কী?,বিক্রমপুর পরগনা বাংলাদেশের রাজধানী ঢাকা থেকে ১২ মাইল দক্ষিণে অবস্থিত।,0.01709635836,Historical,Cultural
মুন্সীগঞ্জ জেলা,আয়তন ৯৫৪.৯৬ বর্গ কিমি এর একটি বাংলাদেশের জেলার নাম কী?,মুন্সীগঞ্জ জেলার আয়তন ৯৫৪.৯৬ বর্গ কিমি।,0.03809216887,Location,Non-Cultural
বহরমপুর,"মুর্শিদাবাদ জেলার সদর শহর ও পৌরসভা এলাকা কোন শহরে অবস্থিত, যা পশ্চিমবঙ্গের একটি অন্তর্ভুক্ত অঞ্চল?","বহরমপুর, ভারতের পশ্চিমবঙ্গ রাজ্যের মুর্শিদাবাদ জেলার সদর শহর ও পৌরসভা এলাকা। ",0.01200451176,Location,Non-Cultural
কমল দাশগুপ্ত,"ভারতীয় উপমহাদেশের এই প্রখ্যাত সঙ্গীতশিল্পী, সুরকার এবং সঙ্গীত পরিচালক কে বলা হয় যিনি বাংলাদেশের সংগীতের বিকাশে অবিস্মরণীয় অবদান রেখেছিলেন?","কমল দাশগুপ্ত ভারতীয় উপমহাদেশের অন্যতম প্রথিতযশা সঙ্গীতশিল্পী, প্রসিদ্ধ সুরকার ও সঙ্গীত পরিচালক ছিলেন। ",0.01300354496,Miscellaneous,Miscellaneous
স্কটিশ চার্চ কলেজ,ভারতে কোন কলেজটি সর্বপ্রথম ১৮১৩ সালে খ্রিস্টান শিক্ষা প্রদানের জন্য প্রতিষ্ঠিত হয়েছিল এবং এখনও সেই অবদান রক্ষা করছে?,স্কটিশ চার্চ কলেজ ভারতের প্রাচীনতম ক্রমাগত চলমান খ্রিস্টান আর্টস অ্যান্ড সায়েন্সেস কলেজ।,0.004189494038,Organization,Non-Cultural
জয়ত্রি,ইন্দোনেশিয়ার মালাক্কা দ্বীপে পাওয়া যাওয়া সেই চিরসবুজ গাছের নাম কী?,জয়ত্রি বা জয় হচ্ছে ইন্দোনেশিয়ার মালাক্কা দ্বীপের চিরসবুজ গাছ।,0.003319368353,Location,Non-Cultural
কারি পাতা,"কোন পাতা প্রায়শই ঝোল জাতীয় রান্নায় ব্যবহার করা হয় এবং সাধারণত একে 'কারি পাতা' বলা হয়, যদিও অধিকাংশ ভারতীয় ভাষায় এর নাম 'মিষ্টি নিম পাতা'?","প্রায়শই ঝোল জাতীয় রান্নায় ব্যবহার করা হয় বলে সাধারণত একে 'কারি পাতা' বলা হয়, যদিও অধিকাংশ ভারতীয় ভাষায় এর নাম 'মিষ্টি নিম পাতা' । ",0,Food,Cultural
অঞ্জন,Memecylaceae পরিবারের কোন উদ্ভিদের বৈজ্ঞানিক নাম হল Memecylon?,অঞ্জন বৈজ্ঞানিক নাম এটি Memecylaceae পরিবারের একটি উদ্ভিদ।,0.001369642282,Food,Cultural
আকন্দ,"ঔষধি গাছ যা স্বাস্থ্যকর মাছা ফল দেয় এবং এর মূল ও শাখা-পাতা বিভিন্ন রোগের চিকিৎসার জন্য ব্যবহৃত হয়, সেই গাছের নাম কী?",আকন্দ এক প্রকারের ঔষধি গাছ।,0.02813406381,Food,Cultural
কুঁচ,"রতি, ক্রাবস ইয়ে, রোজারি পি, বা প্রেক্যাটরি পি অব বিয়েন হল এক প্রকারের লেগিউম জাতীয় উদ্ভিদ যা আমাদের দেশে একটি স্থানীয় নাম দেওয়া হয়েছে। এই উদ্ভিদের বাংলায় স্থানীয় নাম কী?","কুঁচ বা রতি বা Crab's eye, বা rosary pea, বা precatory pea or bean, হচ্ছে এক প্রকারের লেগিউম জাতীয় উদ্ভিদ। ",0.004640670319,Food,Cultural
জারুল,"বাংলাদেশের নিম্নভূমিতে সাধারণ একটি গাছের বৈজ্ঞানিক নাম Lagerstroemia speciosa, যা বসন্তে সুন্দর ফুল ফোটায়, এর সাধারণ নাম কী?",জারুল ; বৈজ্ঞানিক নাম: Lagerstroemia speciosa বাংলাদেশের নিম্নভূমির একান্ত অন্তরঙ্গ তরুদের অন্যতম।,0.01285852401,Food,Cultural
বনমরিচ,"একটি খাড়া, শাখা সমৃদ্ধ, হালকা পাতলা গুল্ম কোন উদ্ভিদ হতে পারে?","বনমরিচ একটি খাড়া, শাখা সমৃদ্ধ, হালকা পাতলা গুল্ম। ",0.0008378988076,Food,Cultural
স্বর্ণচামেলী,"যে ফুলটির বাংলাদেশে সুপরিচিত এবং যার অন্যান্য নাম হল Yellow Jasmine এবং Italian Jasmine, সেই ফুলটির বাংলা নাম কী?","ফুলটার বাংলা নামঃ স্বর্ণচামেলী অন্যান্য নামের মধ্যে - Yellow Jasmine, Italian Jasmine উল্লেখযোগ্য। ",0.0002094747019,Food,Cultural
স্বর্ণলতা,"দেখুন তালিকায় যে পরজীবী উদ্ভিদটি উল্লেখ করা হয়েছে, সেটির বাংলা নাম কী?",দেখুন তালিকা স্বর্ণলতা একটি পরজীবী উদ্ভিদ।,0.01685465678,Food,Cultural
ধুতরা,"সোলানাসি পরিবারের একটি উদ্ভিদ যার বৈজ্ঞানিক নাম Datura metel, এবং এটি বিষাক্ত হিসেবে পরিচিত, এর সাধারণ নাম কী?","ধুতরা বা ধুতুরা বৈজ্ঞানিক নাম: Datura metel, Solanaceae পরিবারের Datura গণের এক প্রকারের বিষাক্ত উদ্ভিদ। ",1.61E-05,Food,Cultural
ঘোড়ানিম,"সাদা দারূবৃক্ষ, চায়নাবেরি গাছ, গুটিকা-গাছ, কেপ লাইলাক, সাইরিঙ্গা বেরিগাছ, পার্সিয়ান লাইলাক, ও ভারতীয় লাইলাক নামেও পরিচিত এই মেহগনিবৃক্ষ পরিবারের প্রজাতির ফলাফল কোন গাছের? এই গাছ ইন্দোমালিয়া ও অস্ট্রেলেশিয়ার স্থানীয়।","Melia australis Sweet Melia candollei Sw. Melia japonica G.Don Melia sempervirens Sw. ঘোড়ানিম, অন্যান্য নামের মধ্যে সাদা দারূবৃক্ষ, চায়নাবেরি গাছ, গুটিকা-গাছ, কেপ লাইলাক, সাইরিঙ্গা বেরিগাছ, পার্সিয়ান লাইলাক, ও ভারতীয় লাইলাক, মেহগনিবৃক্ষ পরিবারের পর্ণমোচী গাছের একটি প্রজাতি, যা ইন্দোমালিয়া ও অস্ট্রেলেশিয়ার স্থানীয়। ",0.001176281018,Food,Cultural
জাফরান,"কোন মশলার ফুলগুলি থেকে সংগ্রহ করা হয় এবং এটি সাধারণত ""জাফরান ক্রোকাস"" নামে পরিচিত?","জাফরান জাফরান গাছের ফুল থেকে সংগৃহীত এক প্রকারের মশলা যা সাধারণভাবে ""জাফরান ক্রোকাস"" নামে পরিচিত। ",0.01748308089,Food,Cultural
চন্দন,শ্বেত চন্দন কোন পরিবারের উদ্ভিদ যা সাধারণত তার গন্ধের জন্য পরিচিত?,"শ্বেত চন্দন , , হচ্ছে সান্টালাসি পরিবারের একটি উদ্ভিদ। ",0.00613922011,Food,Cultural
অশোক,"কে ছিলেন ভারতীয় উপমহাদেশের তৃতীয় মৌর্য সম্রাট, যিনি তার পিতা বিন্দুসারের মৃত্যুর পর রাজা হন?","অশোক ছিলেন ভারতীয় উপমহাদেশের তৃতীয় মৌর্য সম্রাট, যিনি পিতা বিন্দুসারের পর সিংহাসন লাভ করেন। ",0.05,Historical,Cultural
তুলসী,"ঔষধিগাছ যা আমাদের দৈনন্দিন জীবনে ব্যাপকভাবে ব্যবহার হয় এবং এর মাধ্যমে বিভিন্ন রোগ সামলানো যায়, সেটি কী?",তুলসী একটি ঔষধিগাছ।,0.05778279085,Food,Cultural
যকৃত,"প্রাণীদেহে যে অঙ্গ প্রধানভাবে পোক-চাকরি ও অন্যান্য শারীরিক কাজে অংশগ্রহণ করে, যেমন পোষনীয় পদার্থের পরিবর্তন এবং বিপাকের প্রক্রিয়া, সেটি কোন অঙ্গ?",প্রাণীদেহে বিপাক ও অন্যান্য কিছু শারীরবৃত্তীয় কাজে যকৃত প্রধান ভূমিকা পালন করে।,0.0002094747019,Health,Non-Cultural
পুদিনা,কোন গুল্মজাতীয় উদ্ভিদ বাংলাদেশের অনেক জায়গায় দেখা যায় যা সাধারণত জমির মধ্যে বা পার্কিং এলাকায় বেড়ে ওঠে এবং এর পাতা ছোট এবং পাতার আকৃতি বেশিরভাগ বেনামি হয়?,"পুদিনা , , এক প্রকারের গুল্মজাতীয় উদ্ভিদ। ",0.02663551402,Health,Non-Cultural
তিল,কোন সপুষ্পক উদ্ভিদের গোলাকার বীজগুলি খাব্য ও তেল উৎপাদনে ব্যবহার করা হয় এবং এটি তিল সেসিমাম গণের অন্তর্ভূক্ত?,তিল সেসিমাম গণ অর্ন্তভূক্ত একটি সপুষ্পক উদ্ভিদ।,0.01086045762,Food,Cultural
ব্রাহ্মী,প্লান্টাগিনাসি পরিবারের এই উদ্ভিদটি বাংলায় কি কি নামে পরিচিত এবং এর বিজ্ঞানীদের দ্বারা দেওয়া বৈজ্ঞানিক নাম কী?,"Bacopa monniera Indian Pennywort Pennell Bramia monnieri Pennell Gratiola monnieria L. Herpestes monnieria Kunth Herpestis fauriei H.Lev. Herpestis monniera Herpestris monnieria Lysimachia monnieri L. Moniera cuneifolia Michx. ব্রাহ্মী, ব্রাহ্মীশাক, আধাবিরানি, ধূপকামিনী,মালঞ্চ thyme-leafed gratiola, water hyssop, herb of grace, Indian pennywort; হচ্ছে প্লান্টাগিনাসি পরিবারের একটি উদ্ভিদ। ",0.01455043506,Food,Cultural
শিমুল,"বাংলাদেশের সুন্দরবনে পাওয়া যাওয়া একটি মহাজাতি গাছের নাম কি, যা বোম্বাক্স গণের একটি প্রজাতি এবং মালভেসি পরিবারের অন্তর্ভুক্ত?",Bombax Bombax buonopozense Bombax ceiba Bombax costatum Bombax insigne Bombax mossambicense Eriodendron DC. Salmalia Schott & Endl. বোম্বাক্স বা শিমুল মালভেসি পরিবারের একটি গণের নাম।,0.01508217854,Food,Cultural
নাগেশ্বর,"কোন চিরসবুজ বৃক্ষ কলোফিলাসি পরিবারের অন্তর্গত যা বাংলাদেশের উপকূলীয় এলাকায় পাওয়া যায় এবং যার বৈশিষ্ট্যগুলি Mesua coromandelina, Mesua nagassarium, Mesua pedunculata, Mesua roxburghii, Mesua sclerophylla, Mesua speciosa এবং Mesua stylosa সহ অন্যান্য প্রজাতিগুলির সাথে সম্পর্কিত?",Mesua coromandelina WightMesua nagassarium Kosterm.Mesua pedunculata WightMesua roxburghii WightMesua sclerophylla Thw.Mesua speciosa Choisy Mesua stylosa নাগেশ্বর হচ্ছে Calophyllaceae পরিবারের অন্তর্গত এক প্রকার চিরসবুজ বৃক্ষ।,0.005816951337,Food,Cultural
কালোজিরা,"কোন একটি মাঝারি আকৃতির মৌসুমী গাছ যা একবার ফুল ও ফল দেয়, সেটির ফল খুব সুস্বাদু এবং পরিবেশকে সুন্দর করে তোলে, সেটি কী?","কালোজিরা একটি মাঝারি আকৃতির মৌসুমী গাছ, একবার ফুল ও ফল হয়। ",0.05573638414,Health,Non-Cultural
বেদানা,"পুনিকা গ্র্যানাটম বৈজ্ঞানিক নাম বিশেষ ফলের জন্য দেওয়া হয়েছে, যার আনার বা ডালিম বলে পরিচিত। এই ফলের বাংলা নাম কী?","বেদানা, আনার বা ডালিম এর বৈজ্ঞানিক নাম: Punica granatum। ",0.02657106026,Food,Cultural
তেঁতুল,মিলেনেশিয়ান প্যাপেডার বাংলায় কি বলা হয়? এটি ফ্যাবেসিয়াই পরিবারের একটি গাছের ফল যার বৈজ্ঞানিক নাম Tamarindus indica।,"তেঁতুল বা তিন্তিড়ী এর বৈজ্ঞানিক নাম: Tamarindus indica, ইংরেজি নাম: Melanesian papeda এটি Fabaceae পরিবারের Tamarindus গণের অন্তর্ভুক্ত টক জাতীয় ফলের গাছ। ",0.02223654528,Food,Cultural
শাহি জিরা,অ্যাপিয়াসি গোত্রের একটি উদ্ভিদ প্রজাতির বাংলা নাম কী?,"শাহী জিরা , শাহি জিরা, শাহ জিরা বা শা জিরা হলো অ্যাপিয়াসি গোত্রের একটি উদ্ভিদ প্রজাতি। ",1.61E-05,Food,Cultural
হিং,"তিন থেকে চার মিটার পর্যন্ত লম্বা হওয়া, বহুবর্ষজীবী একটি উদ্ভিদ কী?","হিং হল একটি বহুবর্ষজীবী উদ্ভিদ, যা তিন থেকে চার মিটার পর্যন্ত লম্বা হয়। ",0.008588462778,Food,Cultural
